White	White ELO	Black	Black ELO	Result	Date
Rapport, Richard	2725	Jones, Gawain C B	2677	1/2-1/2	2018.10.20
Rapport, Richard	2725	Leko, Peter	2690	1/2-1/2	2018.10.20
Rapport, Richard	2726	Nestorovic, Nikola	2455	1/2-1/2	2018.11.24
Rapport, Richard	2725	Raja, H	2420	1/2-1/2	2018.10.20
Rapport,R	2726	Ponomariov,R	2663	1/2-1/2	2018.11.24
Rapport,R	2736	Sadler,M	2688	1/2-1/2	2018.11.10
Rapport, R.	2702	Carlsen, M.	2840	1-0	2017.01.14
Rapport, R.	2692	Riazantsev, A.	2671	1-0	2017.02.18
Rapport, R.	2729	Krassowizkij, J.	2438	1-0	2016.10.15
Rapport, R.	2696	Ruck, R1.	2557	1-0	2017.04.13
Rapport, R.	2696	Hoeffer, D.	2319	1-0	2017.04.13
Rapport, R.	2696	Graf, A.	2577	1-0	2017.04.13
Rapport, R.	2729	Berelowitsch, A.	2528	1-0	2016.10.15
Rapport, R.	2698	Almasi, I.	2398	1-0	2017.05.18
Raja, H.	2427	Rapport, R.	2700	1/2-1/2	2018.01.02
Henderson de La Fuente, Lance	2429	Rapport, R.	2700	1/2-1/2	2018.01.23
Baron, Ta	2548	Rapport, R.	2700	1/2-1/2	2018.01.23
Vachier Lagrave, M.	2793	Rapport, R.	2700	1/2-1/2	2018.01.23
Nakamura, Hi	2781	Rapport, R.	2700	1/2-1/2	2018.01.23
Anand, V.	2783	Rapport, R.	2686	1/2-1/2	2017.10.21
Bindrich, F.	2602	Rapport, R.	2715	1/2-1/2	2018.03.29
Sadzikowski, D.	2583	Rapport, R.	2715	1/2-1/2	2018.03.29
Vocaturo, D.	2617	Rapport, R.	2719	1/2-1/2	2018.08.07
Amin, B.	2684	Rapport, R.	2719	1/2-1/2	2018.08.07
Beerdsen, Thomas	2474	Rapport, Richard	2726	1/2-1/2	2018.11.10
Giri, Anish	2780	Rapport, Richard	2725	1/2-1/2	2018.10.20
Schreiner, Peter	2480	Rapport, Richard	2726	0-1	2018.11.24
Schroeder,Ja	2571	Rapport,R	2726	0-1	2018.11.24
Maze,S	2602	Rapport,R	2726	1/2-1/2	2018.11.24
Kempinski,R	2574	Rapport,R	2726	1/2-1/2	2018.11.24
Speelman,J	2505	Rapport,R	2736	1/2-1/2	2018.11.10
Rapport, R.	2702	Wei Yi	2706	0-1	2017.01.14
Rapport, R.	2702	Adhiban, Baskaran	2653	0-1	2017.01.14
Rapport, R.	2692	Vachier Lagrave, M.	2796	0-1	2017.02.18
Rapport, R.	2729	Caruana, F.	2813	0-1	2016.10.15
Rapport, R.	2698	Banusz, T.	2616	1-0	2017.05.18
Rapport, R.	2698	Horvath, Jo1	2526	1-0	2017.05.18
Rapport, R.	2694	Jakovenko, D.	2703	0-1	2017.07.06
Rapport, R.	2694	Adams, Mi	2736	0-1	2017.07.06
Rapport, R.	2675	Cordova, E.	2616	1-0	2017.09.03
Rapport, R.	2675	Li Chao2	2745	1-0	2017.09.03
Rapport, R.	2675	Wei Yi	2748	1-0	2017.09.03
Rapport, R.	2675	Najer, E.	2694	1-0	2017.09.03
Rapport, R.	2675	Khmelniker, I.	2480	1-0	2017.09.23
Rapport, R.	2686	Parligras, M.	2616	1-0	2017.10.28
Rapport, R.	2686	Howell, D.	2698	1-0	2017.10.28
Rapport, R.	2692	Hammer, J.	2629	1-0	2017.11.16
Rapport, R.	2707	Fang, Yan	2426	1-0	2017.04.18
Rapport, R.	2707	Zhao Jun	2604	1-0	2017.12.26
Rapport, R.	2707	Andriasian, Z.	2585	1-0	2017.12.26
Rapport, R.	2707	Salgado Lopez, I.	2644	1-0	2017.12.26
Rapport, R.	2707	Al Modiahki, M.	2542	1-0	2017.12.29
Rapport, R.	2707	Kokarev, Dm	2615	1-0	2017.12.29
Rapport, R.	2707	Akobian, V.	2647	1-0	2017.12.29
Rapport, R.	2707	Ponomariov, R.	2694	1-0	2017.12.29
Rapport, Richard	2698	Grischuk, Alexander	2750	1-0	2017.05.03
Rapport, R.	2702	Karjakin, Sergey	2785	1/2-1/2	2017.01.14
Rapport, R.	2702	Wojtaszek, R.	2750	1/2-1/2	2017.01.14
Rapport, R.	2702	Van Wely, L.	2695	1/2-1/2	2017.01.14
Rapport, R.	2692	Li Chao2	2720	1/2-1/2	2017.02.18
Rapport, R.	2692	Aronian, L.	2785	1/2-1/2	2017.02.18
Rapport, R.	2692	Salem, AR.	2656	1/2-1/2	2017.02.18
Rapport, R.	2696	Landa, K.	2611	1/2-1/2	2017.04.13
Rapport, R.	2729	Mihok, O.	2498	1/2-1/2	2016.10.30
Rapport, R.	2698	Nemeth, Mi1	2451	1/2-1/2	2017.05.18
Rapport, R.	2698	Gara, A.	2373	1/2-1/2	2017.05.18
Rapport, R.	2694	Nepomniachtchi, I.	2742	1/2-1/2	2017.07.06
Rapport, R.	2694	Riazantsev, A.	2654	0-1	2017.07.06
Rapport, R.	2675	Li Chao2	2745	1/2-1/2	2017.09.03
Rapport, R.	2675	Wei Yi	2748	1/2-1/2	2017.09.03
Rapport, R.	2675	Ding Liren	2771	1/2-1/2	2017.09.03
Rapport, R.	2675	Najer, E.	2694	1/2-1/2	2017.09.03
Rapport, R.	2707	Ma Qun	2638	0-1	2017.04.18
Rapport, R.	2707	Andriasian, Z.	2585	0-1	2017.12.29
Rapport, R.	2707	Melkumyan, H.	2633	0-1	2017.12.29
Rapport, Richard	2698	Grischuk, Alexander	2750	0-1	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	0-1	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	0-1	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	0-1	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	0-1	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	0-1	2017.05.03
Rapport, Richard	2763	Yu, Yangyi	2709	0-1	Thu Apr 29 2021
Rapport, Richard	2763	Wei, Yi	2732	1/2-1/2	Fri Apr 30 2021
Rapport, Richard	2763	Duda, Jan-Krzysztof	2729	1/2-1/2	Fri Apr 30 2021
Rapport, Richard	2763	Yu, Yangyi	2709	1/2-1/2	Sat May 01 2021
Rapport, Richard	2763	Duda, Jan-Krzysztof	2729	1/2-1/2	Sat May 01 2021
Rapport, Richard	2727	Nepomniachtchi, Ian	2778	1/2-1/2	2021.06.18
Rapport, Richard	2759	Firouzja, Alireza	2770	0-1	2021.06.21
Rapport, Richard	2776	Svidler, Peter	2743	0-1	2021.08.14
Rapport, Richard	2776	Dominguez Perez, Leinier	2654	0-1	2021.08.15
Rapport, Richard	2776	Le, Quang Liem	2690	0-1	2021.08.15
Rapport, Richard	2760	Nepomniachtchi, Ian	2792	0-1	2021.09.16
Rapport, Richard	2754	Sarana, Alexey	2689	0-1	2021.11.10
Rapport, Richard	2754	Sarana, Alexey	2689	0-1	2021.11.10
Rapport, Richard	2754	Sarana, Alexey	2689	0-1	2021.11.10
Rapport, Richard	2754	Sarana, Alexey	2689	0-1	2021.11.10
Rapport, Richard	2754	Sarana, Alexey	2689	1-0	2021.11.10
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	1-0	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	1-0	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
Rapport, Richard	2754	Nihal, Sarin	2667	0-1	2021.12.02
So, W.	2808	Rapport, R.	2702	1-0	2017.01.14
Rapport, R.	2675	Kjartansson, G.	2456	1/2-1/2	2017.09.23
Rapport, R.	2675	Vidit, S.	2702	1/2-1/2	2017.09.23
Rapport, R.	2675	Swapnil, SD.	2532	1/2-1/2	2017.09.23
Rapport, R.	2686	Bok, B.	2611	1/2-1/2	2017.10.28
Rapport, R.	2686	Ponomariov, R.	2687	1/2-1/2	2017.10.28
Rapport, R.	2686	Sargissian, G.	2657	1/2-1/2	2017.10.28
Rapport, R.	2692	Li Chao2	2741	1/2-1/2	2017.11.16
Rapport, R.	2692	Jakovenko, D.	2721	1/2-1/2	2017.11.16
Rapport, R.	2692	Aronian, L.	2801	1/2-1/2	2017.11.16
Rapport, R.	2686	Svane, R.	2595	1/2-1/2	2017.10.21
Rapport, R.	2707	Bu Xiangzhi	2730	1/2-1/2	2017.12.26
Rapport, R.	2707	Pantsulaia, L.	2612	1/2-1/2	2017.12.26
Rapport, R.	2707	Safarli, E.	2639	1/2-1/2	2017.12.26
Rapport, R.	2707	Kokarev, Dm	2615	1/2-1/2	2017.12.26
Rapport, R.	2707	Saric, Iv	2669	1/2-1/2	2017.12.26
Rapport, R.	2707	Vachier Lagrave, M.	2789	1/2-1/2	2017.12.29
Rapport, R.	2707	Grischuk, A.	2772	1/2-1/2	2017.12.29
Rapport, R.	2707	Bu Xiangzhi	2730	1/2-1/2	2017.12.29
Rapport, R.	2707	Leko, P.	2691	1/2-1/2	2017.12.29
Rapport, Richard	2698	Grischuk, Alexander	2750	1/2-1/2	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	1/2-1/2	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	1/2-1/2	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	1/2-1/2	2017.05.03
Rapport, Richard	2698	Grischuk, Alexander	2750	1/2-1/2	2017.05.03
Eljanov, P.	2755	Rapport, R.	2702	1-0	2017.01.14
Aronian, L.	2780	Rapport, R.	2702	1-0	2017.01.14
Nakamura, Hi	2785	Rapport, R.	2692	1-0	2017.02.18
Ding Liren	2760	Rapport, R.	2692	0-1	2017.02.18
Saptarshi, R.	2425	Rapport, R.	2696	0-1	2017.04.13
Jauk, W.	2148	Rapport, R.	2696	0-1	2017.04.13
Puranik, A.	2459	Rapport, R.	2698	1-0	2017.05.18
Grischuk, A.	2761	Rapport, R.	2694	1-0	2017.07.06
Salem, AR.	2638	Rapport, R.	2694	1-0	2017.07.06
Ding Liren	2771	Rapport, R.	2675	1-0	2017.09.03
Naiditsch, A.	2702	Rapport, R.	2686	1-0	2017.10.28
Giri, A.	2762	Rapport, R.	2692	1-0	2017.11.16
Ponkratov, P.	2613	Rapport, R.	2707	1-0	2017.12.26
Grigoriants, S RUS.	2561	Rapport, R.	2707	1-0	2017.12.26
Harikrishna, P.	2744	Rapport, R.	2707	1-0	2017.12.29
Le Quang Liem	2737	Rapport, R.	2707	1-0	2017.12.29
Pantsulaia, L.	2612	Rapport, R.	2707	1-0	2017.12.29
Korobov, A.	2652	Rapport, R.	2707	1-0	2017.12.29
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	1-0	2017.05.03
Andreikin, D.	2736	Rapport, R.	2702	1/2-1/2	2017.01.14
Nepomniachtchi, I.	2767	Rapport, R.	2702	1/2-1/2	2017.01.14
Harikrishna, P.	2766	Rapport, R.	2702	1/2-1/2	2017.01.14
Giri, A.	2773	Rapport, R.	2702	1/2-1/2	2017.01.14
Hou Yifan	2651	Rapport, R.	2692	1/2-1/2	2017.02.18
Tica, Sven	2332	Rapport, R.	2698	0-1	2017.05.18
Shyam, SM.	2535	Rapport, R.	2698	0-1	2017.05.18
Nagy, Ga1	2446	Rapport, R.	2698	0-1	2017.05.18
Hou Yifan	2666	Rapport, R.	2694	0-1	2017.07.06
Cordova, E.	2616	Rapport, R.	2675	0-1	2017.09.03
Daulyte, D.	2404	Rapport, R.	2675	0-1	2017.09.23
Sokolov, Ivan	2603	Rapport, R.	2675	0-1	2017.09.23
Pichot, A.	2565	Rapport, R.	2675	0-1	2017.09.23
Gretarsson, Hj	2567	Rapport, R.	2686	0-1	2017.10.28
Riazantsev, A.	2651	Rapport, R.	2692	0-1	2017.11.16
Kopylov, M.	2424	Rapport, R.	2686	0-1	2017.10.21
Sargissian, G.	2672	Rapport, R.	2707	0-1	2017.12.26
Aronian, L.	2805	Rapport, R.	2707	0-1	2017.12.29
Khismatullin, D.	2632	Rapport, R.	2707	0-1	2017.12.29
Laznicka, V.	2647	Rapport, R.	2707	0-1	2017.12.29
Quparadze, G.	2506	Rapport, R.	2707	0-1	2017.12.29
Mamedov, Rau	2709	Rapport, R.	2707	0-1	2017.12.29
Grischuk, Alexander	2750	Rapport, Richard	2698	0-1	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	0-1	2017.05.03
Grischuk, Alexander	2750	Rapport, Richard	2698	0-1	2017.05.03
Tomashevsky, E.	2711	Rapport, R.	2692	1/2-1/2	2017.02.18
Tomashevsky, E.	2724	Rapport, R.	2729	1/2-1/2	2016.10.15
Bosiocic, Mari	2610	Rapport, R.	2696	1/2-1/2	2017.04.13
Annaberdiev, M.	2459	Rapport, R.	2696	1/2-1/2	2017.04.13
Papp, Ga	2581	Rapport, R.	2696	1/2-1/2	2017.04.13
Balogh, Csaba	1377	Rapport, R.	2729	1/2-1/2	2016.10.30
Horvath, Ad1	2498	Rapport, R.	2729	1/2-1/2	2016.10.15
Inarkiev, E.	2707	Rapport, R.	2694	1/2-1/2	2017.07.06
Eljanov, P.	2739	Rapport, R.	2694	1/2-1/2	2017.07.06
Li Chao2	2745	Rapport, R.	2675	1/2-1/2	2017.09.03
Li Chao2	2745	Rapport, R.	2675	1/2-1/2	2017.09.03
Wei Yi	2748	Rapport, R.	2675	1/2-1/2	2017.09.03
